state,program,level,year,approved_intake,enrolled,passed,placed,institutions,girls,boys
Bihar,Engineering and Technology,DIPLOMA,2016-17,17270,11636,5509,1715,60,,
Bihar,Engineering and Technology,DIPLOMA,2017-18,17930,11313,5485,2167,63,,
Bihar,Engineering and Technology,DIPLOMA,2018-19,17555,12099,8475,2055,65,,
Bihar,Engineering and Technology,DIPLOMA,2019-20,18413,15766,8165,1887,70,,
Bihar,Engineering and Technology,DIPLOMA,2020-21,19325,15098,224,1833,71,,
Bihar,Engineering and Technology,DIPLOMA,2021-22,19091,13546,5745,3008,72,2313,10509
Bihar,Engineering and Technology,DIPLOMA,2022-23,20441,1888,0,1156,75,,
Bihar,Management,PG,2012-13,1675,1322,1192,421,20,,
Bihar,Management,PG,2013-14,1735,1290,1080,456,20,,
Bihar,Management,PG,2014-15,1855,1147,1106,561,22,,
Bihar,Management,PG,2015-16,2035,1194,1008,525,23,,
Bihar,Management,PG,2016-17,2335,1285,1018,543,25,,
Bihar,Management,PG,2017-18,2275,1265,884,534,25,,
Bihar,Management,PG,2018-19,2175,1255,1124,558,23,,
Bihar,Management,PG,2019-20,1998,1609,668,622,24,,
Bihar,Management,PG,2020-21,2192,1425,251,602,26,,
Bihar,Management,PG,2021-22,3257,1393,986,628,30,485,908
Bihar,Management,PG,2022-23,3887,391,0,87,32,,
Bihar,MCA,PG,2012-13,600,444,330,217,11,,
Bihar,MCA,PG,2013-14,630,471,352,205,11,,
Bihar,MCA,PG,2014-15,630,457,391,249,11,,
Bihar,MCA,PG,2015-16,690,574,405,226,12,,
Bihar,MCA,PG,2016-17,810,484,488,271,14,,
Bihar,MCA,PG,2017-18,810,521,476,267,14,,
Bihar,MCA,PG,2018-19,750,437,445,251,13,,
Bihar,MCA,PG,2019-20,765,483,270,220,14,,
Bihar,MCA,PG,2020-21,825,595,0,174,15,,
Bihar,MCA,PG,2021-22,945,570,374,176,17,250,320
Bihar,MCA,PG,2022-23,1005,54,0,0,18,,
Bihar,Pharmacy,UG,2012-13,210,173,90,72,4,,
Bihar,Pharmacy,UG,2013-14,210,169,94,79,4,,
Bihar,Pharmacy,UG,2014-15,210,120,100,62,4,,
Bihar,Pharmacy,UG,2015-16,210,155,84,63,4,,
Bihar,Pharmacy,UG,2016-17,210,183,129,56,4,,
Bihar,Pharmacy,UG,2017-18,210,180,151,75,4,,
Bihar,Pharmacy,UG,2018-19,270,249,110,28,5,,
Bihar,Pharmacy,UG,2019-20,860,739,291,136,11,,
Bihar,Pharmacy,UG,2020-21,980,762,0,113,11,,
Bihar,Pharmacy,UG,2021-22,1020,200,95,78,11,23,177
Bihar,Pharmacy,UG,2022-23,960,0,0,0,10,,
Bihar,Architecture,UG,2012-13,,,,,0,,
Bihar,Architecture,UG,2013-14,,,,,0,,
Bihar,Architecture,UG,2014-15,,,,,0,,
Bihar,Architecture,UG,2015-16,,,,,0,,
Bihar,Architecture,UG,2016-17,,,,,0,,
Bihar,Architecture,UG,2017-18,,,,,0,,
Bihar,Architecture,UG,2018-19,,,,,0,,
Bihar,Architecture,UG,2019-20,,,,,0,,
Bihar,Architecture,UG,2020-21,,,,,0,,
Bihar,Architecture,UG,2021-22,,,,,0,,
Bihar,Architecture,UG,2022-23,,,,,0,,
Bihar,Hotel Management and Catering,UG,2012-13,,,,,0,,
Bihar,Hotel Management and Catering,UG,2013-14,,,,,0,,
Bihar,Hotel Management and Catering,UG,2014-15,,,,,0,,
Bihar,Hotel Management and Catering,UG,2015-16,,,,,0,,
Bihar,Hotel Management and Catering,UG,2016-17,,,,,0,,
Bihar,Hotel Management and Catering,UG,2017-18,,,,,0,,
Bihar,Hotel Management and Catering,UG,2018-19,,,,,0,,
Bihar,Hotel Management and Catering,UG,2019-20,,,,,0,,
Bihar,Hotel Management and Catering,UG,2020-21,,,,,0,,
Bihar,Hotel Management and Catering,UG,2021-22,,,,,0,,
Bihar,Hotel Management and Catering,UG,2022-23,,,,,0,,
Chandigarh,Engineering and Technology,UG,2012-13,915,856,285,160,3,,
Chandigarh,Engineering and Technology,UG,2013-14,915,831,790,425,3,,
Chandigarh,Engineering and Technology,UG,2014-15,915,912,796,503,3,,
Chandigarh,Engineering and Technology,UG,2015-16,1420,1344,1147,765,4,,
Chandigarh,Engineering and Technology,UG,2016-17,915,789,797,499,3,,
Chandigarh,Engineering and Technology,UG,2017-18,1420,1464,1346,721,4,,
Chandigarh,Engineering and Technology,UG,2018-19,1645,1479,1208,803,4,,
Chandigarh,Engineering and Technology,UG,2019-20,1645,1649,1006,796,4,,
Chandigarh,Engineering and Technology,UG,2020-21,1655,1647,0,948,4,,
Chandigarh,Engineering and Technology,UG,2021-22,1645,1254,1506,1104,4,178,1076
Chandigarh,Engineering and Technology,UG,2022-23,2005,726,0,541,5,,
Chandigarh,Engineering and Technology,PG,2012-13,636,312,165,149,5,,
Chandigarh,Engineering and Technology,PG,2013-14,654,393,272,221,5,,
Chandigarh,Engineering and Technology,PG,2014-15,654,421,267,140,5,,
Chandigarh,Engineering and Technology,PG,2015-16,875,640,311,102,6,,
Chandigarh,Engineering and Technology,PG,2016-17,608,292,66,10,5,,
Chandigarh,Engineering and Technology,PG,2017-18,895,587,303,63,6,,
Chandigarh,Engineering and Technology,PG,2018-19,895,412,355,57,6,,
Chandigarh,Engineering and Technology,PG,2019-20,843,404,257,68,6,,
Chandigarh,Engineering and Technology,PG,2020-21,680,494,0,84,6,,
Chandigarh,Engineering and Technology,PG,2021-22,660,303,163,30,6,65,238
Chandigarh,Engineering and Technology,PG,2022-23,696,111,0,29,6,,
Chandigarh,Engineering and Technology,DIPLOMA,2012-13,657,653,377,272,4,,
Chandigarh,Engineering and Technology,DIPLOMA,2013-14,702,707,414,183,4,,
Chandigarh,Engineering and Technology,DIPLOMA,2014-15,822,691,354,144,4,,
Chandigarh,Engineering and Technology,DIPLOMA,2015-16,822,632,347,92,4,,
Chandigarh,Engineering and Technology,DIPLOMA,2016-17,787,634,550,235,4,,
Chandigarh,Engineering and Technology,DIPLOMA,2017-18,757,604,500,229,4,,
Chandigarh,Engineering and Technology,DIPLOMA,2018-19,757,612,499,176,4,,
Chandigarh,Engineering and Technology,DIPLOMA,2019-20,757,607,249,225,4,,
Chandigarh,Engineering and Technology,DIPLOMA,2020-21,757,584,345,157,4,,
Chandigarh,Engineering and Technology,DIPLOMA,2021-22,757,614,489,186,4,162,440
Chandigarh,Engineering and Technology,DIPLOMA,2022-23,767,0,0,0,4,,
Chandigarh,Management,PG,2012-13,60,0,0,0,1,,
Chandigarh,Management,PG,2013-14,60,0,0,0,1,,
Chandigarh,Management,PG,2014-15,60,0,0,0,1,,
Chandigarh,Management,PG,2015-16,60,0,0,0,1,,
Chandigarh,Management,PG,2016-17,60,0,0,0,1,,
Chandigarh,Management,PG,2017-18,120,57,55,38,2,,
Chandigarh,Management,PG,2018-19,90,15,15,13,2,,
Chandigarh,Management,PG,2019-20,132,38,38,15,3,,
Chandigarh,Management,PG,2020-21,150,72,0,47,3,,
Chandigarh,Management,PG,2021-22,120,96,24,24,2,40,56
Chandigarh,Management,PG,2022-23,150,0,0,0,3,,
Chandigarh,MCA,PG,2012-13,,,,,0,,
Chandigarh,MCA,PG,2013-14,,,,,0,,
Chandigarh,MCA,PG,2014-15,,,,,0,,
Chandigarh,MCA,PG,2015-16,,,,,0,,
Chandigarh,MCA,PG,2016-17,,,,,0,,
Chandigarh,MCA,PG,2017-18,,,,,0,,
Chandigarh,MCA,PG,2018-19,,,,,0,,
Chandigarh,MCA,PG,2019-20,,,,,0,,
Chandigarh,MCA,PG,2020-21,,,,,0,,
Chandigarh,MCA,PG,2021-22,,,,,0,,
Chandigarh,MCA,PG,2022-23,,,,,0,,
Chandigarh,Pharmacy,UG,2012-13,50,32,40,0,1,,
Chandigarh,Pharmacy,UG,2013-14,50,35,41,2,1,,
Chandigarh,Pharmacy,UG,2014-15,50,36,40,4,1,,
Chandigarh,Pharmacy,UG,2015-16,50,45,41,2,1,,
Chandigarh,Pharmacy,UG,2016-17,50,31,35,0,1,,
Chandigarh,Pharmacy,UG,2017-18,50,35,45,0,1,,
Chandigarh,Pharmacy,UG,2018-19,60,36,44,0,1,,
Chandigarh,Pharmacy,UG,2019-20,55,50,39,0,1,,
Chandigarh,Pharmacy,UG,2020-21,55,36,0,0,1,,
Chandigarh,Pharmacy,UG,2021-22,55,39,0,0,1,22,17
Chandigarh,Pharmacy,UG,2022-23,55,0,0,0,1,,
Chandigarh,Architecture,UG,2012-13,,,,,0,,
Chandigarh,Architecture,UG,2013-14,,,,,0,,
Chandigarh,Architecture,UG,2014-15,,,,,0,,
Chandigarh,Architecture,UG,2015-16,,,,,0,,
Chandigarh,Architecture,UG,2016-17,,,,,0,,
Chandigarh,Architecture,UG,2017-18,,,,,0,,
Chandigarh,Architecture,UG,2018-19,40,40,34,0,1,,
Chandigarh,Architecture,UG,2019-20,,,,,0,,
Chandigarh,Architecture,UG,2020-21,,,,,0,,
Chandigarh,Architecture,UG,2021-22,,,,,0,,
Chandigarh,Architecture,UG,2022-23,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2012-13,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2013-14,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2014-15,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2015-16,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2016-17,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2017-18,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2018-19,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2019-20,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2020-21,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2021-22,,,,,0,,
Chandigarh,Hotel Management and Catering,UG,2022-23,,,,,0,,
Chhattisgarh,Engineering and Technology,UG,2012-13,24880,13356,9713,2322,50,,
Chhattisgarh,Engineering and Technology,UG,2013-14,26770,13448,10416,3177,49,,
Chhattisgarh,Engineering and Technology,UG,2014-15,28240,10891,10853,3201,51,,
Chhattisgarh,Engineering and Technology,UG,2015-16,22692,9712,10375,3163,51,,
Chhattisgarh,Engineering and Technology,UG,2016-17,22934,8605,9323,3774,49,,
Chhattisgarh,Engineering and Technology,UG,2017-18,21506,8218,7677,3148,49,,
Chhattisgarh,Engineering and Technology,UG,2018-19,18982,6481,6211,3191,46,,
Chhattisgarh,Engineering and Technology,UG,2019-20,16092,7470,5346,3145,41,,
Chhattisgarh,Engineering and Technology,UG,2020-21,14003,7312,219,2505,40,,
Chhattisgarh,Engineering and Technology,UG,2021-22,12980,7010,2602,3308,39,1534,4791
Chhattisgarh,Engineering and Technology,UG,2022-23,12830,0,0,729,38,,
Chhattisgarh,Engineering and Technology,PG,2012-13,1627,571,277,22,29,,
Chhattisgarh,Engineering and Technology,PG,2013-14,1945,707,293,28,31,,
Chhattisgarh,Engineering and Technology,PG,2014-15,2175,789,472,57,32,,
Chhattisgarh,Engineering and Technology,PG,2015-16,1662,800,447,59,27,,
Chhattisgarh,Engineering and Technology,PG,2016-17,1688,759,545,135,27,,
Chhattisgarh,Engineering and Technology,PG,2017-18,1808,703,505,129,27,,
Chhattisgarh,Engineering and Technology,PG,2018-19,1798,517,317,100,27,,
Chhattisgarh,Engineering and Technology,PG,2019-20,1807,578,399,120,25,,
Chhattisgarh,Engineering and Technology,PG,2020-21,1680,618,15,109,26,,
Chhattisgarh,Engineering and Technology,PG,2021-22,1518,444,192,167,25,139,305
Chhattisgarh,Engineering and Technology,PG,2022-23,1553,0,0,14,25,,
Chhattisgarh,Engineering and Technology,DIPLOMA,2012-13,5210,3735,2098,355,30,,
Chhattisgarh,Engineering and Technology,DIPLOMA,2013-14,7410,6363,1951,401,40,,
Chhattisgarh,Engineering and Technology,DIPLOMA,2014-15,12010,6901,2290,461,61,,
Chhattisgarh,Engineering and Technology,DIPLOMA,2015-16,10800,6612,3406,793,59,,
Chhattisgarh,Engineering and Technology,DIPLOMA,2016-17,11672,6364,3785,1090,63,,
Chhattisgarh,Engineering and Technology,DIPLOMA,2017-18,12560,6344,4202,1285,66,,
Chhattisgarh,Engineering and Technology,DIPLOMA,2018-19,12020,5269,4522,1310,64,,
Chhattisgarh,Engineering and Technology,DIPLOMA,2019-20,11825,5598,2761,1272,60,,
Chhattisgarh,Engineering and Technology,DIPLOMA,2020-21,10244,5184,738,1265,57,,
Chhattisgarh,Engineering and Technology,DIPLOMA,2021-22,9492,3580,2646,1749,55,656,2731
Chhattisgarh,Engineering and Technology,DIPLOMA,2022-23,9110,160,0,363,54,,
Chhattisgarh,Management,PG,2012-13,3000,928,959,367,28,,
Chhattisgarh,Management,PG,2013-14,2640,791,839,329,24,,
Chhattisgarh,Management,PG,2014-15,2580,862,780,330,24,,
Chhattisgarh,Management,PG,2015-16,1959,949,684,290,22,,
Chhattisgarh,Management,PG,2016-17,2043,1106,723,406,22,,
Chhattisgarh,Management,PG,2017-18,1971,1008,774,431,22,,
Chhattisgarh,Management,PG,2018-19,1911,919,728,492,22,,
Chhattisgarh,Management,PG,2019-20,1741,1040,526,397,21,,
Chhattisgarh,Management,PG,2020-21,1759,1108,33,302,20,,
Chhattisgarh,Management,PG,2021-22,1969,1023,304,313,21,486,528
Chhattisgarh,Management,PG,2022-23,2140,0,0,34,21,,
Chhattisgarh,MCA,PG,2012-13,840,422,400,57,10,,
Chhattisgarh,MCA,PG,2013-14,780,349,461,100,9,,
Chhattisgarh,MCA,PG,2014-15,900,337,479,96,9,,
Chhattisgarh,MCA,PG,2015-16,792,319,324,43,8,,
Chhattisgarh,MCA,PG,2016-17,804,270,313,55,8,,
Chhattisgarh,MCA,PG,2017-18,648,168,179,30,8,,
Chhattisgarh,MCA,PG,2018-19,468,105,218,31,7,,
Chhattisgarh,MCA,PG,2019-20,498,243,194,74,8,,
Chhattisgarh,MCA,PG,2020-21,558,306,0,33,9,,
Chhattisgarh,MCA,PG,2021-22,528,225,93,60,9,75,150
Chhattisgarh,MCA,PG,2022-23,480,0,0,8,8,,
Chhattisgarh,Pharmacy,UG,2012-13,1026,628,468,120,11,,
Chhattisgarh,Pharmacy,UG,2013-14,966,712,446,166,11,,
Chhattisgarh,Pharmacy,UG,2014-15,966,812,451,115,11,,
Chhattisgarh,Pharmacy,UG,2015-16,1008,744,540,94,12,,
Chhattisgarh,Pharmacy,UG,2016-17,1048,839,547,246,12,,
Chhattisgarh,Pharmacy,UG,2017-18,1032,900,659,239,12,,
Chhattisgarh,Pharmacy,UG,2018-19,1332,1232,391,226,17,,
Chhattisgarh,Pharmacy,UG,2019-20,2132,944,157,137,27,,
Chhattisgarh,Pharmacy,UG,2020-21,700,456,0,75,9,,
Chhattisgarh,Pharmacy,UG,2021-22,420,323,60,131,5,124,189
Chhattisgarh,Pharmacy,UG,2022-23,520,0,0,109,6,,
Chhattisgarh,Architecture,UG,2012-13,,,,,0,,
Chhattisgarh,Architecture,UG,2013-14,,,,,0,,
Chhattisgarh,Architecture,UG,2014-15,,,,,0,,
Chhattisgarh,Architecture,UG,2015-16,,,,,0,,
Chhattisgarh,Architecture,UG,2016-17,,,,,0,,
Chhattisgarh,Architecture,UG,2017-18,,,,,0,,
Chhattisgarh,Architecture,UG,2018-19,,,,,0,,
Chhattisgarh,Architecture,UG,2019-20,,,,,0,,
Chhattisgarh,Architecture,UG,2020-21,,,,,0,,
Chhattisgarh,Architecture,UG,2021-22,,,,,0,,
Chhattisgarh,Architecture,UG,2022-23,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2012-13,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2013-14,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2014-15,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2015-16,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2016-17,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2017-18,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2018-19,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2019-20,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2020-21,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2021-22,,,,,0,,
Chhattisgarh,Hotel Management and Catering,UG,2022-23,60,0,0,0,1,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2012-13,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2013-14,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2014-15,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2015-16,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2016-17,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2017-18,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2018-19,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2019-20,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2020-21,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2021-22,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,UG,2022-23,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2012-13,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2013-14,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2014-15,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2015-16,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2016-17,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2017-18,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2018-19,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2019-20,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2020-21,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2021-22,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,PG,2022-23,,,,,0,,
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2012-13,330,308,132,0,1,,
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2013-14,330,321,87,0,1,,
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2014-15,330,295,71,0,1,,
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2015-16,330,280,0,0,1,,
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2016-17,330,330,197,0,1,,
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2017-18,390,355,111,48,1,,
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2018-19,390,312,129,46,1,,
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2019-20,390,327,139,20,1,,
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2020-21,390,218,0,13,1,,
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2021-22,390,342,137,28,1,80,262
Dadra and Nagar Haveli,Engineering and Technology,DIPLOMA,2022-23,390,0,0,28,1,,
Dadra and Nagar Haveli,Management,PG,2012-13,120,60,57,57,1,,
Dadra and Nagar Haveli,Management,PG,2013-14,120,49,56,41,1,,
Dadra and Nagar Haveli,Management,PG,2014-15,120,43,46,37,1,,
Dadra and Nagar Haveli,Management,PG,2015-16,120,60,41,33,1,,
Dadra and Nagar Haveli,Management,PG,2016-17,120,47,55,23,1,,
Dadra and Nagar Haveli,Management,PG,2017-18,120,60,43,27,1,,
Dadra and Nagar Haveli,Management,PG,2018-19,60,60,51,6,1,,
Dadra and Nagar Haveli,Management,PG,2019-20,60,58,58,30,1,,
Dadra and Nagar Haveli,Management,PG,2020-21,60,56,0,41,1,,
Dadra and Nagar Haveli,Management,PG,2021-22,60,38,51,40,1,19,19
Dadra and Nagar Haveli,Management,PG,2022-23,60,0,0,0,1,,
Dadra and Nagar Haveli,MCA,PG,2012-13,,,,,0,,
Dadra and Nagar Haveli,MCA,PG,2013-14,,,,,0,,
Dadra and Nagar Haveli,MCA,PG,2014-15,,,,,0,,
Dadra and Nagar Haveli,MCA,PG,2015-16,,,,,0,,
Dadra and Nagar Haveli,MCA,PG,2016-17,,,,,0,,
Dadra and Nagar Haveli,MCA,PG,2017-18,,,,,0,,
Dadra and Nagar Haveli,MCA,PG,2018-19,,,,,0,,
Dadra and Nagar Haveli,MCA,PG,2019-20,,,,,0,,
Dadra and Nagar Haveli,MCA,PG,2020-21,,,,,0,,
Dadra and Nagar Haveli,MCA,PG,2021-22,,,,,0,,
Dadra and Nagar Haveli,MCA,PG,2022-23,,,,,0,,
Dadra and Nagar Haveli,Pharmacy,UG,2012-13,60,64,56,15,1,,
Dadra and Nagar Haveli,Pharmacy,UG,2013-14,60,62,60,15,1,,
Dadra and Nagar Haveli,Pharmacy,UG,2014-15,60,62,39,15,1,,
Dadra and Nagar Haveli,Pharmacy,UG,2015-16,60,60,43,16,1,,
Dadra and Nagar Haveli,Pharmacy,UG,2016-17,60,60,46,38,1,,
Dadra and Nagar Haveli,Pharmacy,UG,2017-18,60,60,46,40,1,,
Dadra and Nagar Haveli,Pharmacy,UG,2018-19,60,60,64,19,1,,
Dadra and Nagar Haveli,Pharmacy,UG,2019-20,60,60,53,14,1,,
Dadra and Nagar Haveli,Pharmacy,UG,2020-21,60,63,0,14,1,,
Dadra and Nagar Haveli,Pharmacy,UG,2021-22,60,74,71,11,1,33,32
Dadra and Nagar Haveli,Pharmacy,UG,2022-23,60,0,0,0,1,,
Dadra and Nagar Haveli,Architecture,UG,2012-13,,,,,0,,
Dadra and Nagar Haveli,Architecture,UG,2013-14,,,,,0,,
Dadra and Nagar Haveli,Architecture,UG,2014-15,,,,,0,,
Dadra and Nagar Haveli,Architecture,UG,2015-16,,,,,0,,
Dadra and Nagar Haveli,Architecture,UG,2016-17,,,,,0,,
Dadra and Nagar Haveli,Architecture,UG,2017-18,,,,,0,,
Dadra and Nagar Haveli,Architecture,UG,2018-19,,,,,0,,
Dadra and Nagar Haveli,Architecture,UG,2019-20,,,,,0,,
Dadra and Nagar Haveli,Architecture,UG,2020-21,,,,,0,,
Dadra and Nagar Haveli,Architecture,UG,2021-22,,,,,0,,
Dadra and Nagar Haveli,Architecture,UG,2022-23,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2012-13,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2013-14,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2014-15,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2015-16,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2016-17,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2017-18,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2018-19,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2019-20,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2020-21,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2021-22,,,,,0,,
Dadra and Nagar Haveli,Hotel Management and Catering,UG,2022-23,,,,,0,,
Daman and Diu,Engineering and Technology,UG,2012-13,,,,,0,,
Daman and Diu,Engineering and Technology,UG,2013-14,,,,,0,,
Daman and Diu,Engineering and Technology,UG,2014-15,,,,,0,,
Daman and Diu,Engineering and Technology,UG,2015-16,,,,,0,,
Daman and Diu,Engineering and Technology,UG,2016-17,,,,,0,,
Daman and Diu,Engineering and Technology,UG,2017-18,,,,,0,,
Daman and Diu,Engineering and Technology,UG,2018-19,180,93,0,0,1,,
Daman and Diu,Engineering and Technology,UG,2019-20,180,91,0,0,1,,
Daman and Diu,Engineering and Technology,UG,2020-21,300,187,0,0,1,,
Daman and Diu,Engineering and Technology,UG,2021-22,300,206,0,0,1,39,167
Daman and Diu,Engineering and Technology,UG,2022-23,300,0,0,0,1,,
Daman and Diu,Engineering and Technology,PG,2012-13,,,,,0,,
Daman and Diu,Engineering and Technology,PG,2013-14,,,,,0,,
Daman and Diu,Engineering and Technology,PG,2014-15,,,,,0,,
Daman and Diu,Engineering and Technology,PG,2015-16,,,,,0,,
Daman and Diu,Engineering and Technology,PG,2016-17,,,,,0,,
Daman and Diu,Engineering and Technology,PG,2017-18,,,,,0,,
Daman and Diu,Engineering and Technology,PG,2018-19,,,,,0,,
Daman and Diu,Engineering and Technology,PG,2019-20,,,,,0,,
